,a.1.1,a.1.2,a.1.3,a.1.4,a.3.1,a.3.2,a.3.3,a.3.4,a.3.5,a.3.6,b.1.1,b.1.2,b.1.3,b.1.4,b.1.5,b.1.6,b.1.7,b.1.8,b.1.9,b.2.1,b.3.1,b.3.2,b.3.3,b.3.4,b.6.1,c,c.1,c.1.1,c.1.2,c.2,c.2.1,c.2.2,c.2.3,c.2.4,c.2.5,c.2.6,c.2.7,c.2.8,c.2.9,c.2.10,c.3.1,c.3.2,c.4.1,c.4.2,c.4.3,c.4.4,c.4.5,c.4.6,c.5.1,d.1.1,d.1.2,d.2.1,d.2.2,d.2.3,d.4.1,d.5.1,d.5.2,d.5.3,d.5.4,d.5.5,e.1.1,e.1.2,e.1.3,f.2.1,f.2.2,f.4.1,f.6.1,f.6.2,f.6.3,g.1.1,g.1.2,g.2.1,g.2.2,g.2.3,g.3.1,g.3.2,g.4.1,g.4.2,g.4.3,g.4.4,g.4.5,h.2.1,h.2.2,h.2.3,h.2.4,h.5.1,i.1.1,i.1.2,i.1.3,i.1.4,i.2.1,i.2.2,i.2.3,i.2.4,i.2.5,i.2.6,i.3.1,i.3.2,i.3.3,i.3.4,i.3.5,i.3.6,j.1.1,j.1.2,j.2.1,j.2.2,j.2.3,j.2.4,j.3.1,j.3.2,j.3.3,j.3.4,j.4.1,j.5.1,j.5.2,j.5.3,j.5.4,j.5.5,j.6.1,j.6.2,j.6.3,j.6.4,j.7.1,j.7.2
c.1.2,0.5638055225158121,0.6665811097799867,0.6809727694587893,0.7158268465755391,0.5614974261522305,0.6052350000038204,0.5836356379247445,0.6346447438850581,0.5535676134407028,0.6970382251203286,0.5227745398927155,0.4878655668756962,0.4787263986567314,0.5496845807349127,0.5728823891777258,0.5774583797680748,0.5358639794790426,0.5959069287618723,0.6044606974447722,0.20444014968595606,0.4300122234479433,0.6226067900116028,0.4914280404379423,0.6275930304776278,0.5547605119330697,0.8466524756258382,0.7386031203323423,0.9828656612096576,1.0,0.7634047824438444,0.8832354797258096,0.8590444904235159,0.841755338141407,0.8240384210175831,0.8703048503349091,0.8927432850823447,0.8651864835478926,0.8559441063344168,0.8872458191981778,0.8823110656793006,0.8054479890438597,0.7789346798149597,0.8917700877411636,0.8731981111343403,0.8873509089944112,0.9226888223542219,0.8974965412350202,0.8880565622905955,0.915712811216114,0.743494497861499,0.8221681988049738,0.8347453550221903,0.825189119021306,0.8377555781787268,0.7652901686203396,0.8422940702847375,0.678205169724429,0.7891971568625664,0.8818885905924296,0.7412136731228908,0.6729077741234715,0.503438487586209,0.5900106153624708,0.4530476951921007,0.6141715118372076,0.6819979239475489,0.6702016530954088,0.6300778046529977,0.6307002324729704,0.7228130845730119,0.6588920396889131,0.7027019068567036,0.642579141050784,0.7144063710747741,0.7488990991606276,0.6203151506630913,0.6381486774936977,0.5937779787623396,0.6311324642187758,0.6827592959947564,0.6600564910552302,0.6508041220826047,0.5124387115779392,0.47433719518742806,0.5023825349692468,0.698360311180996,0.7450877720205,0.7805246625709467,0.7149253548000205,0.6641340691891705,0.6847710485369685,0.7902785003027797,0.7016072802543267,0.6740234421951166,0.7391864039664697,0.678099962378088,0.7271355195811736,0.7363077193803863,0.7107049532852934,0.720304565275898,0.6751516881282796,0.6899072829403466,0.7543716444219741,0.772569106385845,0.5108697702912204,0.6200145750378467,0.6271913617598097,0.6529863222808999,0.6781809544022545,0.5375097985361602,0.5743949064127757,0.4532355402641151,0.5353958949504058,0.20164304487457727,0.7438127060028902,0.28969783215854733,0.7180236229871821,0.6200206876434442,0.5460942477971551,0.8198484649807356,0.5172448652790542,0.707077592063628,0.41043272486850696,0.5670162861559886
c.2,0.3304746714489185,0.34870422459217604,0.3696812764013868,0.4182768435515626,0.2175521588929507,0.36164496329233403,0.3373596988037102,0.3553894167639737,0.33763147465258214,0.340960846351371,0.3239340659095225,0.29115145678966775,0.28778188295406476,0.3763375512467041,0.3505836157131815,0.3253692351737429,0.29538749246871154,0.39964515149005636,0.39197289106437566,0.15240494883602176,0.278710306046995,0.43028282379573884,0.3158381548958944,0.44139718647343856,0.228273551560798,0.8007024911982887,0.5539577622479719,0.7179010182249099,0.7634047824438444,1.0,0.9322062668195836,0.9599221136496775,0.9588493513673223,0.9230359478220933,0.9356327349072862,0.9408949830260583,0.925278686325825,0.936728066810309,0.9474660340433341,0.9322772670846003,0.7076772151627179,0.6931228661349366,0.9061820835885885,0.8625163328527689,0.835179467569718,0.7848260561098402,0.8327487664438642,0.7859959147811091,0.8444712158284041,0.4033245874094078,0.4625934692334046,0.47717908658981906,0.5450413514829916,0.5684332351535243,0.5166293729154325,0.6194254138983372,0.4716303688587195,0.5980269449532242,0.5724887138672275,0.4245506103466077,0.4197662034154066,0.22944176453055984,0.2972470176215252,0.6337096327787535,0.7480836540639041,0.6041802228879346,0.6915589795028465,0.7245951442048885,0.6563208661844252,0.5633973885420737,0.566449577087039,0.5456919913287988,0.5192338131003835,0.5365846791890053,0.5664606267971575,0.43668566060897657,0.4758748681455136,0.4354000150816788,0.4654093820620064,0.5417022231252683,0.5253889718368162,0.5078154658443175,0.37553973866612717,0.44593638388009516,0.35777956310269043,0.49953923296556413,0.4947799817573988,0.6573682376435294,0.5138510761212767,0.5204797266912977,0.5688440727797386,0.5966926336813619,0.5141795111220329,0.55007132058906,0.5888014949552489,0.4998764842243935,0.6380392383434815,0.6136206720327899,0.6122181816984944,0.6001852824796678,0.5946068245713344,0.6183907378508584,0.5941743577253137,0.5534313728659439,0.47106577569170743,0.5609337733860796,0.4987910265304128,0.4702506832453069,0.6254107127292249,0.4898859005757663,0.5160020079909388,0.46201488760358295,0.36683738664716586,0.20045837488974536,0.530387202413821,0.3211815125889406,0.49747787427792645,0.5459766976895115,0.517682269229596,0.4869373912257426,0.3996137656113155,0.5694925967236081,0.5547131392396895,0.6197687777627641
c.2.1,0.47107247604784314,0.4932072788672354,0.5153142223111162,0.5621227927248944,0.3522264960176081,0.44877756998184026,0.42190608557495024,0.4410769799802175,0.4339172380238628,0.46576838009074983,0.4028475690725902,0.37666786704918254,0.3828834465409441,0.45179907794871066,0.4464728825713804,0.4162165428148937,0.38011784515841374,0.5062580444681478,0.4749647952121371,0.19796219835393408,0.3422058195414241,0.5103902834021423,0.3969541944258797,0.5277755916723037,0.3076258692756991,0.9173649779790445,0.6984366012008566,0.8452138974084962,0.8832354797258096,0.9322062668195836,1.0,0.9875481521975317,0.982621156985759,0.9711649585950317,0.9890065963830654,0.9892433422998597,0.9740161364559266,0.9758380455742943,0.983945946698902,0.971872610243046,0.8308140092221586,0.82457832866199,0.9598933138733049,0.9283257026660541,0.9392944207603835,0.8905722521442756,0.9308136506943303,0.8970444435210231,0.9256241660921894,0.5629886668177969,0.623042078060207,0.6433224103814142,0.668697364367894,0.7004569349009268,0.604220660124964,0.7456709381045198,0.6383378156168962,0.7339471956687957,0.7188202600666826,0.5241963084446646,0.5350640509965281,0.33498154257597307,0.42455413684983695,0.6126758042675509,0.7424614675155273,0.6998523746973159,0.7663378927297668,0.7365000313564912,0.7222744699797891,0.7062704930245473,0.7027592713092338,0.6892966101311383,0.6505591476582755,0.6939263211206804,0.7158289624774766,0.5937912619245034,0.5959405480926584,0.5676088562486199,0.5960625651043925,0.6629891311407221,0.6500811889205967,0.5877991451873722,0.4534547712148704,0.47186288297163853,0.4289918885135971,0.6203124470106155,0.5950304751592819,0.7410116044878515,0.6194325844549033,0.6128226243519976,0.6511029344562347,0.698804885688104,0.6243956675497226,0.6142984659534627,0.6868116008555532,0.6146438281697195,0.7038381461971864,0.68445718974956,0.6807828084848373,0.670168621515161,0.6495950016753829,0.6662619612377344,0.7422858476547078,0.6870782044996888,0.5254651443065693,0.6437879088076828,0.6206326535038367,0.6301017848749569,0.7008228683860211,0.5640347452257171,0.6120611347546826,0.5177383406309419,0.4211052166915746,0.30753852954572,0.6353904817679489,0.3923193112316013,0.6487314785846332,0.6506015832471348,0.5549852677388843,0.5992535803264848,0.5046688845629144,0.6484478301748893,0.5785030475747033,0.6708655761033797
c.2.2,0.4774566223939655,0.4953690253468007,0.5186433589096898,0.5598012956490415,0.35548945190557835,0.475360586424573,0.4440137343194769,0.45497281330497946,0.4593393296035076,0.4740541345282223,0.42204773345466073,0.39760236571942636,0.3997202660088406,0.47163119170947304,0.45535402830406757,0.42936287665332024,0.3950746857547666,0.5071421388277351,0.49023667009697475,0.24452038703843143,0.3744736767399076,0.5343407651841972,0.41004093035973094,0.544261876719207,0.3037407206679714,0.907662744744467,0.6959751019468002,0.8157058816372684,0.8590444904235159,0.9599221136496775,0.9875481521975317,1.0,0.9902566242277472,0.9729617119903637,0.9822669785114289,0.9865986999780946,0.9680597549515191,0.9801535451261051,0.9887398751888222,0.9764304981168179,0.8299169843507305,0.813792165884831,0.9645435961316846,0.9317809705301292,0.9317011540070392,0.8838212319121976,0.9223743758162753,0.8776948729521376,0.9274641779271343,0.5366154773172079,0.5929832224845614,0.6170880475579523,0.6539686885304773,0.6768911946211892,0.5982646312708795,0.751182510001604,0.6352242659157409,0.7313335865754486,0.7035855310158604,0.5252454431553835,0.5285395498218792,0.3333500646319879,0.4123925202631406,0.6760272013300089,0.78483604786899,0.707844371415787,0.7633675190597214,0.7545190522569591,0.7312550631035427,0.7023460826808665,0.6936017652734765,0.6646621042727054,0.6469966740960293,0.6628659386279117,0.6888188864936748,0.5740120457121806,0.6038613094458976,0.5719076636851453,0.6008926990274668,0.6759593749178986,0.6566835082665056,0.5903921830118818,0.4743431902429179,0.502181641835284,0.44400585846226476,0.6256608593582904,0.5668255023312831,0.7337097444513557,0.6143548900051317,0.6033895808639239,0.6430165450013257,0.6784832932791137,0.6056970894769672,0.6080088298938857,0.6691245414590707,0.5914747019531714,0.6782644149786814,0.6573710588461129,0.6567838960584332,0.641050166800664,0.628562583765472,0.6426641297786102,0.7209301669487771,0.6530262893174987,0.523025039172104,0.6281555077427023,0.5933618513812814,0.5899744099293165,0.6949332553427553,0.5689848978086955,0.6071210914809615,0.5296474595864199,0.4139993126845206,0.29972156493753005,0.6255093372695378,0.40926556984971396,0.606455052571053,0.6528310385887028,0.5859552541988752,0.5840544689582786,0.506692979866429,0.6513638956952034,0.5890143782001914,0.6738374779248245
c.2.3,0.4291903130952995,0.45427997297052825,0.4813348355453423,0.5177385757311572,0.30922513849018995,0.42269696269917617,0.4162449899409434,0.41653475095628484,0.42332385742323936,0.4284717292872743,0.3661802815454383,0.34033148307504735,0.34511741815764774,0.41480723457435487,0.40280407553276204,0.3735821767235388,0.3479310975342043,0.4516275723416587,0.4363013893070897,0.18564847192794695,0.31934702560905504,0.4941564959864573,0.36148650574723046,0.49652689390708993,0.2615054371920665,0.8925086550674881,0.6818508687628868,0.8062220565026927,0.841755338141407,0.9588493513673223,0.982621156985759,0.9902566242277472,1.0,0.9674085273551737,0.9766730039888866,0.9806138713476373,0.9586106070986982,0.9727483585449906,0.980824050940104,0.9686361031292955,0.8017187118788675,0.7888985795891518,0.9487958784111058,0.9227669931758048,0.9200063288977955,0.8670870336882739,0.919678011447147,0.8771907005404542,0.9084424546084667,0.5127539809666393,0.5768265479394906,0.5871908233803167,0.6331225875411814,0.6545611410730009,0.5659871349635691,0.7267440777227205,0.6060660792648604,0.7063357333342895,0.6854771720335834,0.5040660876109181,0.5042391213693694,0.31664243273239173,0.384587570451453,0.6250264414273381,0.7403282857121194,0.6878145383739681,0.7340991879579789,0.7203793271443594,0.6960397545060042,0.6632281105095615,0.6621515866237616,0.6342332009581979,0.611204194469961,0.6309666010168907,0.6528444393009741,0.5394915758009232,0.5735659430536733,0.5436007749138196,0.5736283621608319,0.648118807423595,0.6292803447227436,0.5772445561222711,0.4477175031111105,0.484191655811404,0.41843400804548203,0.5981685928329347,0.5612738458474925,0.7190372575653927,0.5942178512651418,0.5814524973255881,0.6254842990966097,0.6664179502305775,0.5874993924128811,0.5813364753693439,0.6505887702854016,0.5718088040446171,0.6751992959218752,0.6541896827328472,0.6490404002675205,0.6384715876393946,0.625525794284608,0.6337125715314446,0.7236988246341062,0.6493783568269959,0.5001906956621248,0.6138228582179368,0.5853695020124873,0.567747330275424,0.6811395730615355,0.542757352891477,0.5982876710919776,0.4965630993402441,0.40252313077549395,0.27398197051713996,0.5991183977026947,0.3766951386741559,0.5974489510739407,0.6371532631821719,0.5514876818360575,0.558892515766849,0.4614591106946441,0.6210365556737,0.5807389681721916,0.6682458544044351
c.2.4,0.40904210709508354,0.43890183278838085,0.4611881576965257,0.5044803341902541,0.3017280277248982,0.41113473411135437,0.3853740982216961,0.38466527107260534,0.40586625583687713,0.40120198511568783,0.3777521492420869,0.35607755509411915,0.3664733339637937,0.42471212419450993,0.4091303872259238,0.38754995071417864,0.33419807110852867,0.4728780457012484,0.44807121138501005,0.19735340634644802,0.3239796753512882,0.48184500301251537,0.3819482178845318,0.501365021237484,0.2608962925342575,0.8827959598733304,0.6563536626644577,0.7877038002950625,0.8240384210175831,0.9230359478220933,0.9711649585950317,0.9729617119903637,0.9674085273551737,1.0,0.9641382833605295,0.9661508587534952,0.9508500665421772,0.9425677210578264,0.9619482073050222,0.9456539991340084,0.7977127217604821,0.7948640124518478,0.9228722005221458,0.8864711639888067,0.9003169209677124,0.8557213488804322,0.8879314889760628,0.8373154705757093,0.889023059275641,0.4932379594453304,0.5469467211777862,0.5823800852250035,0.5910079104757188,0.6227057672022387,0.5576699946473559,0.7033791130268383,0.5849936943183507,0.6911473190258787,0.6474890914969483,0.46962543422275077,0.5016497275981968,0.2895309110056935,0.3850781070506496,0.5972809719701181,0.7130078774441386,0.6544986044157345,0.7169807184321684,0.6909580633525726,0.6815458262335518,0.6425133129905035,0.6377001062829298,0.6063853453572203,0.5966999217880359,0.607476445456368,0.636006209231786,0.5140556133085765,0.5411737178413027,0.5112913049772303,0.5394751187858532,0.6159121938311937,0.5877862146755314,0.5259402818416646,0.38124221193802454,0.4033183572537027,0.3640927091837961,0.5844376823091967,0.5027669238212413,0.6565629018560633,0.557799887516302,0.5392547123340214,0.5552897225176812,0.5907126246053181,0.5163250356867433,0.5132702610394098,0.5790329634599605,0.515688619403961,0.6230293826485814,0.6033963987701673,0.5996185734107181,0.5900180210192523,0.5711441757360003,0.5825159731494395,0.6791800127671171,0.5852212713267487,0.457046749854135,0.5777593080436424,0.5497422978377657,0.5652523292406892,0.6323993017288506,0.5244236503528472,0.5435127298831945,0.47426137536799795,0.3456703738640031,0.2375856359881065,0.5462376589284802,0.33278417841379176,0.5377160989750748,0.5859650108578096,0.49620727516440705,0.5059806262141089,0.4448456364312704,0.5751485201528787,0.5391038955459148,0.623082280197021
c.2.5,0.43502326698668115,0.45866741318821697,0.4750904562772081,0.5399196932929612,0.3502819821369681,0.4358925500327054,0.4093439757715122,0.4261087370234232,0.4244084922664666,0.4506868188301872,0.4011394484584214,0.37869008155097494,0.3909068291381561,0.4531168146553951,0.45072913686893884,0.41715882447776453,0.3879872371146127,0.501685933031351,0.47438221687865556,0.19746954585279988,0.34209485223980857,0.5169271273380937,0.40365102405833403,0.5389074693160424,0.30513815634763825,0.905283530565761,0.6915288866752898,0.8331965148038786,0.8703048503349091,0.9356327349072862,0.9890065963830654,0.9822669785114289,0.9766730039888866,0.9641382833605295,1.0,0.9902034915790924,0.9582450262639267,0.9641468645183875,0.9832665070767221,0.9716040082470805,0.8155783397704752,0.814070524539731,0.9478444278398387,0.9144814738385476,0.9169589599072435,0.8768589741366841,0.9150085685212214,0.8825600368072897,0.9101297688535825,0.53024108763002,0.5967809138122023,0.6403547403638447,0.6614452280269314,0.6964485937803886,0.5937825632165377,0.7327640538353632,0.61962430868047,0.7106319546684466,0.7007076692805304,0.5099067998094042,0.5179875468591464,0.326949931471226,0.4165564977261989,0.6216598063444262,0.7473355651788605,0.7068343808909134,0.7726083681217979,0.7528578341357401,0.7272899804226173,0.6899702897980436,0.6774594318415382,0.6514848547559686,0.6221047335018571,0.6576615251621001,0.6802669986124973,0.5535626763361818,0.5655380935523707,0.5388762009874092,0.5676327189204715,0.6429001703947586,0.6264884121161012,0.5840347205401945,0.45670467904089224,0.47757017579794925,0.42423251975532417,0.6128199206995218,0.5578057650216842,0.7118220319582302,0.5820402478638059,0.5789013073393997,0.6173855668803983,0.6801849486373621,0.6049895553790606,0.5926224612042033,0.6531721690010844,0.5987842027466641,0.6750985554796247,0.6529215521715883,0.6463934069436026,0.6488593731017495,0.6128297949085639,0.6337437223099701,0.7255642272923021,0.6667575524915598,0.5273875587669723,0.6468311635444672,0.6311881829697988,0.6259224083477973,0.676822662908433,0.542171953355412,0.6084838498788734,0.4969202165672653,0.4273436009042189,0.2962806381865874,0.6319392106075337,0.3871621529090625,0.632749718599736,0.6509059204758241,0.554816818434631,0.5901173508602111,0.4913940684568333,0.6468846488434451,0.6000610320158886,0.6851532039369177
c.2.6,0.4648305653319694,0.5012596963410354,0.5212462709432415,0.5806301167725136,0.37466669401665836,0.46912572871515795,0.4414479681199406,0.46380117903933465,0.4468392862569054,0.49218341742965993,0.4272884699037341,0.3994256854390858,0.40120915567225407,0.4737097127128267,0.47064447610591287,0.4414644251350107,0.4061192236685261,0.5171429493357272,0.5000744386056653,0.19789307889063967,0.36834191047489595,0.5432333132773258,0.42089727055115306,0.5569284885683402,0.3412008836711792,0.8985248695766862,0.7039514645009548,0.8552834747294599,0.8927432850823447,0.9408949830260583,0.9892433422998597,0.9865986999780946,0.9806138713476373,0.9661508587534952,0.9902034915790924,1.0,0.9644664832610704,0.9684072330697135,0.9887517477496942,0.9719648870775462,0.8171061385195187,0.8074265924557164,0.9627061703991079,0.9274183333851533,0.9335823083796594,0.8944367119330581,0.9228817220808649,0.8939205494103951,0.9342593969996863,0.5615412723423816,0.6257310367725536,0.655904386153044,0.6767417884343743,0.7088051084455579,0.6252129934481684,0.7664003118369256,0.6333024392058761,0.7394652328218003,0.733027953827023,0.5477345419992135,0.5543908168445307,0.371957164035474,0.4561438474773247,0.6082063140747269,0.7421251566575591,0.6999492359860141,0.7480472135305346,0.7358277622908777,0.7107859453094598,0.702116742420854,0.6829828762994944,0.664462386639819,0.6311747822575274,0.6685568919892599,0.694469637718209,0.5679711456803774,0.5895868472244157,0.5550139499651493,0.5861345181130316,0.658671398136866,0.6423982314351204,0.6069528772769236,0.4674848467625613,0.4941338088156821,0.44963321721537786,0.6226179572718289,0.6090460920437326,0.7587381607205023,0.6382618782473585,0.626382264368899,0.6425928944133782,0.7013329183030866,0.616826616118553,0.6074307184644947,0.6766270595293141,0.5961479064825417,0.7086755682269347,0.6901892856485836,0.6826912344824307,0.6807167453243416,0.6529662212124929,0.6718415946471442,0.7344478415772497,0.6874885719254725,0.4978784850447757,0.6237976901521398,0.598077491499511,0.6069287795048566,0.6798029107875205,0.5521449044878927,0.5962300740077845,0.49881688755409437,0.4116251531604434,0.2721942684800965,0.6498114114235547,0.3722336418886517,0.6319414440595789,0.6569029743174761,0.5628804031686572,0.6174090769019269,0.4851944757797113,0.6481337362872657,0.5788038583001631,0.6717949272544098
c.2.7,0.5039145655221655,0.5337035260506614,0.5575731333586575,0.5941248691299957,0.34686938496196756,0.45018088316688926,0.4233466621441222,0.452067092194138,0.45680730028486505,0.49691845331565065,0.4039347900181856,0.37141631599020597,0.3709030922202341,0.4497906168095126,0.4494043471557958,0.415137315276618,0.37588686413399863,0.4911373390217398,0.48089931239652284,0.19905353355329702,0.3280759439523438,0.507853552079194,0.3926428091278364,0.5257860561004363,0.312884590891242,0.8965811785467998,0.684863207821361,0.8378681911818494,0.8651864835478926,0.925278686325825,0.9740161364559266,0.9680597549515191,0.9586106070986982,0.9508500665421772,0.9582450262639267,0.9644664832610704,1.0,0.9643501086545032,0.9744431959969957,0.9646710204483702,0.815604788544695,0.8077752460749872,0.9515621850942819,0.9160721618951805,0.9254058755422954,0.8942530986649188,0.9237756906494943,0.8882425265608876,0.9272434188249797,0.5601474807160518,0.6301982935133323,0.6328294175727184,0.6741804891389284,0.7032863659919075,0.5949803988134257,0.7429215586368443,0.6154509272088003,0.7347265528824727,0.7194814794221778,0.5641480635294854,0.5475431704239697,0.36591085669871926,0.4305148677082272,0.5852090461155538,0.7200999105384905,0.6608444294267651,0.7568693491091847,0.7496919746366835,0.7262134565368175,0.6986651186101157,0.6906132888868539,0.693103587917283,0.6434175084184979,0.690264987917906,0.7133711072767572,0.5884049984421672,0.5984351964770703,0.5676751545093308,0.5961544892885697,0.6619596272979797,0.6496027599824874,0.5786020247653392,0.4305722321607573,0.465323100282996,0.43118960532610134,0.6252469654292774,0.6214102474658989,0.7464762738919859,0.6108240374218417,0.5969111593314714,0.62750063609302,0.6590266345621649,0.5966731203634932,0.5909526619251263,0.6882614638832291,0.57107435097206,0.713664394795328,0.6974089781598365,0.6954255551935665,0.6736184820742845,0.6661670983008661,0.6877517666164865,0.7446310898523048,0.7076506488383905,0.513010945501948,0.6298000337486359,0.5974743418971917,0.6063673601907509,0.6954170915858162,0.5437994345957372,0.5906778297734556,0.4835668769892784,0.4229714422005239,0.29442816604023236,0.6606009831538353,0.3795559556438775,0.644136444876846,0.6402107414819812,0.54473713180441,0.6235312040581118,0.5190498471819213,0.6581046890679164,0.5499148613957865,0.6535018970530246
c.2.8,0.5527378272308469,0.5519172099293871,0.5746653892104635,0.6216889587711217,0.4098395670253375,0.5071938608750982,0.48220823284513403,0.4837361491442852,0.5131480089274605,0.5199896602925317,0.4584954373807344,0.4403391179545388,0.43906322908617545,0.5056466663582936,0.4994226232587817,0.4612756149766125,0.43508168939018,0.5395530545072208,0.5283875575326962,0.30230308285149055,0.414738937961814,0.569835960588035,0.4440963720451503,0.5838332396556933,0.3437709992246983,0.9224579539428098,0.6861436811439224,0.8183756796820693,0.8559441063344168,0.936728066810309,0.9758380455742943,0.9801535451261051,0.9727483585449906,0.9425677210578264,0.9641468645183875,0.9684072330697135,0.9643501086545032,1.0,0.9797629261184055,0.9649067084141956,0.8551659246218163,0.8368150597674706,0.9631528608081534,0.9246370978383064,0.9425754793649308,0.8937738468760559,0.9332843188567829,0.8837911390846408,0.942086353367026,0.5917456549512898,0.6358372897271022,0.6434347882843215,0.6837584719097267,0.7035108866975067,0.6311113051994,0.7545229314105114,0.6601578192480191,0.7142120607468393,0.715294579688129,0.5366081892105341,0.5656002775593142,0.37260545287912833,0.4347543123403927,0.6910080221483211,0.7949403024717084,0.7364980330046613,0.7911664738159192,0.7717567175919202,0.7719331603034932,0.7409135676980768,0.7407569909546955,0.7259086491076977,0.694608817045659,0.7235328438821135,0.7443135870115595,0.6357084548091247,0.6762460796304413,0.6451188111264233,0.6685537181363536,0.7265217904691665,0.7156639221263451,0.6278986607575011,0.526966494281393,0.5469235638065805,0.48336351530305505,0.6725920345343408,0.6062626230448405,0.7820673901836609,0.6621345418581533,0.6599412919497396,0.6888403981633736,0.6953278710541148,0.6243044486661913,0.6332986776024315,0.7033652421141363,0.6119535764061887,0.6944232054256898,0.6812473665102446,0.6784356854855181,0.6578926286737274,0.6524356000265898,0.6677859983833334,0.7401041176568431,0.6917367152656035,0.5476446161668661,0.6570695428200071,0.6220297365331805,0.6043898147298631,0.7469793883527004,0.6397089200724508,0.6582864215343334,0.5971171071200629,0.44515808461738704,0.37405178940357486,0.6782478404135036,0.48438008863395665,0.6526667035382171,0.6924584729265352,0.6573091099393847,0.6074564619380686,0.5699958287344302,0.7123284378219588,0.6321456285965558,0.70831962650099
c.2.9,0.5119720376505942,0.5462254337172853,0.5671903778654088,0.6062372322215894,0.3884016012440563,0.4849579649631325,0.46442243135823097,0.475034737526185,0.4721428873280455,0.5194253022257349,0.4255380312508137,0.4049304394299266,0.39772884963525085,0.47471605918436327,0.4652122505314881,0.4430841480682315,0.4095246502869604,0.5077551626390963,0.49717083339676144,0.23363724542246656,0.3804411079544336,0.555163473702072,0.4275126379590104,0.5622202417641309,0.328794175110046,0.9158495219913035,0.7168066267227483,0.8548955593742361,0.8872458191981778,0.9474660340433341,0.983945946698902,0.9887398751888222,0.980824050940104,0.9619482073050222,0.9832665070767221,0.9887517477496942,0.9744431959969957,0.9797629261184055,1.0,0.9809490067045291,0.8411022297433394,0.8235518811220464,0.9605111572390794,0.9263414568490306,0.9297968422632134,0.8980248114187704,0.9337440573277769,0.8922675597967112,0.9444386485710815,0.5775881550869133,0.6349262763928645,0.6669503346680952,0.7047398730729203,0.7274536101724571,0.6433445098016513,0.7753638601950709,0.6585799441531194,0.7496331995828617,0.7436819902831906,0.5661970794558205,0.5708367822045124,0.37982996494479465,0.44835709324679923,0.6270232651058795,0.7492017906878098,0.6831794200794744,0.7477668565238047,0.7473265138205719,0.7238220171469166,0.7047271776612948,0.6829925154083212,0.663348952020219,0.6341160035008773,0.6651229006946683,0.6902537031075723,0.5712775951081758,0.6188936172113576,0.5837959762715703,0.6152556764800043,0.6875259528597032,0.6713213178707138,0.6035141839780261,0.4851600335981718,0.5099728629699,0.4553619041612797,0.6460566258852037,0.5954755198668205,0.7562078946534744,0.6248884376009646,0.6129200733912342,0.6322428425355769,0.6767911594795846,0.600483036902329,0.5969925040059607,0.6698055092326499,0.5721606315167943,0.6846851194082809,0.6700533048595626,0.6642897055316906,0.6500212383656985,0.6308593953187198,0.6549531706819922,0.7508941595875542,0.7046793347674838,0.5125649603935484,0.6297208049760842,0.606767735857385,0.5988433304508087,0.6954757490895304,0.566386922879665,0.6168811593684996,0.5106997928355678,0.41794582244843825,0.2824756710950339,0.6749774788687518,0.3939574895317221,0.6361951122547692,0.655517528748789,0.5889952175326456,0.6308618638709803,0.5066759351008207,0.6805352479581399,0.5797832857970494,0.6627529729744662
c.2.10,0.5270379647468403,0.5414262154725211,0.5689355267634852,0.6073909865281112,0.4035587472238338,0.48515215774095966,0.47482009102962786,0.48801379756143476,0.4899198725568753,0.508333391618595,0.4348123820935686,0.4113684237253498,0.42192724459432607,0.4923975937257865,0.47607129437538603,0.461403744593944,0.43317596704506245,0.517344900420659,0.5171617573529502,0.2492790504960585,0.38040055316729654,0.558800826682887,0.4379888211023132,0.5719261190520454,0.3421114268049863,0.9205972532889197,0.7455946480846591,0.8451627631116713,0.8823110656793006,0.9322772670846003,0.971872610243046,0.9764304981168179,0.9686361031292955,0.9456539991340084,0.9716040082470805,0.9719648870775462,0.9646710204483702,0.9649067084141956,0.9809490067045291,1.0,0.8472020223790719,0.8281631367446884,0.9442345815842123,0.917326539093845,0.9288509165470056,0.893206902706891,0.9379925533182308,0.8821479061298914,0.9257207922806725,0.5763530561059023,0.639728668490535,0.666985364600173,0.7263781442376261,0.7328836022948367,0.6272240406897347,0.777411230419899,0.665470261262755,0.7598377244274002,0.7444987284310981,0.5618675914412001,0.5387912122595828,0.33710238161807843,0.4213630040776369,0.6311056627942331,0.7506092181266263,0.7101531730800145,0.7704236993712421,0.7463288660570009,0.7311114168720022,0.7217125804652528,0.7003222224775671,0.6710620023332521,0.637444787449128,0.6617435702001309,0.6959205586968537,0.5769486825013322,0.6121528238386446,0.5821706109331827,0.6162931737300665,0.6896007122596123,0.6651960168616226,0.616952277183624,0.5003895904442577,0.5333126719427466,0.4775185713006937,0.6382969081794363,0.5982166708269608,0.7386789401517725,0.6160520784592896,0.590333055307737,0.6543864616130426,0.6937753867824661,0.6397305492922573,0.6242303920983758,0.6968615473085404,0.6283956626126181,0.7015674307678356,0.6763228398507325,0.6725514797472038,0.6518351540767464,0.6419267379533621,0.6616490599135854,0.779718503932727,0.7132045387742263,0.5663581231032923,0.6659878343867096,0.6403557983148134,0.6279583762121841,0.717961674080454,0.5864976303955426,0.6422396563399093,0.5243618189962267,0.4697467459338389,0.3342288692367313,0.6881224021058867,0.42676595967525843,0.6659269434309503,0.6858274713543612,0.6019015140512639,0.6565706601631678,0.540449726728326,0.715163628868214,0.5818025615461506,0.6741156014795092
