,a.1.2,a.1.3,a.3.1,a.3.2,a.3.3,a.3.4,a.3.6,b.1.1,b.1.2,b.1.3,b.1.4,b.1.5,b.1.7,b.3.1,b.3.2,b.3.3,b.3.4,b.6.1,c.2.10,c.2.2,c.2.3,c.2.4,c.2.7,c.2.8,c.2.9,c.3.1,c.3.2,c.4.1,c.4.2,c.4.3,c.4.4,c.5.1,d.1.1,d.1.2,d.4.1,d.5.1,d.5.2,d.5.3,d.5.4,e.1.1,e.1.2,f.2.1,f.4.1,f.6.1,f.6.2,g.1.1,g.1.2,g.2.1,g.2.2,g.2.3,g.3.2,g.4.1,g.4.2,g.4.3,g.4.4,g.4.5,h.2.1,h.2.2,h.2.3,h.2.4,i.1.1,i.1.3,i.1.4,i.2.3,i.2.5,i.3.1,i.3.2,i.3.3,i.3.4,i.3.5,i.3.6,j.1.1,j.2.1,j.2.2,j.2.3,j.3.3,j.3.4,j.4.1,j.5.1,j.5.4,j.5.5,j.6.1,j.6.2,j.6.3,j.6.4,j.7.1,j.7.2
b.1.4,0.9998000599927193,0.9998000599927193,0.9938837347221009,0.9938837347221009,0.9938837347221009,0.9938837347221009,0.9938837347221009,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9778024139854211,0.9778024139854211,0.9778024139854211,0.9778024139854211,0.9778024139854211,0.9778024139854211,0.9778024139854211,0.9962405881776417,1.0,0.9962405881776417,0.9962405881776417,0.9962405881776417,0.9962405881776417,0.9778024139854211,0.9938837347221009,0.9383431165616253,0.9383431165616253,0.9998000599927193,0.9383431165616253,0.9383431165616253,0.9383431165616253,1.0,1.0,0.9938837347221009,1.0,1.0,1.0,0.0,0.9798040588288577,0.765704865368846,0.9938837347221009,0.765704865368846,0.9529257802163458,0.0,0.0,0.0,1.0,0.0,0.8395701577166025,1.0,0.9079593844329936,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
b.1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b.1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b.3.1,0.9958932064498934,0.9958932064498934,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9486832980505138,0.9486832980505138,0.9486832980505138,0.9486832980505138,0.9486832980505138,0.9486832980505138,0.9486832980505138,0.9805806757361775,1.0,0.9805806757361775,0.9805806757361775,0.9805806757361775,0.9805806757361775,0.9486832980505138,0.9999999999999999,0.8944271908657516,0.8944271908657516,0.9958932064498934,0.8944271908657516,0.8944271908657516,0.8944271908657516,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9958932064498934,0.9958932064498934,0.9958932064498934,0.9958932064498934,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.894427191268244,1.0,0.9486832978607772,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
b.3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b.3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b.3.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
b.6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c.2.10,0.9807977135299235,0.9807977135299235,0.9803410943127367,0.9769468111020936,0.9769468111020936,0.9769468111020936,0.9769468111020936,0.0,0.0,0.0,0.9778024139854211,1.0,0.0,0.9486832980505138,0.0,0.0,1.0,0.0,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9993350603925228,1.0,0.9986849423860518,0.9986849423860518,0.9986849423860518,0.9930508899924049,0.9941572788450488,0.9790892711162232,0.971895581472047,0.9739742927234168,0.9872232829753991,0.9887457807781729,0.9887457807781729,0.9887457807781729,0.9770084209437714,0.9770084209437714,0.9476564207536947,0.9408591535040839,0.8779671766788233,0.9161573348233396,0.0,0.9675949232850362,0.8712539148742472,0.8871254617347417,0.8716000807676693,0.8995715480843426,0.0,0.0,1.0,0.9476564207536947,1.0,0.6899372931869331,0.9428090415820635,0.8404871595514536,0.9428090415820635,1.0,0.9805806757361775,0.9805806757361775,1.0,0.0,0.0,1.0,0.9965576489784295,1.0,1.0,0.9734171683786329,0.9622504486493763,0.9876583292665422,0.9922778766850441,0.9486832980505138,1.0,1.0,0.0,0.9486832980505138,1.0,0.9486832980505138,0.0,1.0,0.9707253433941511,1.0,1.0,1.0
c.2.2,0.9807977135299235,0.9807977135299235,0.9803410943127367,0.9769468111020936,0.9769468111020936,0.9769468111020936,0.9769468111020936,0.0,0.0,0.0,0.9778024139854211,1.0,0.0,0.9486832980505138,0.0,0.0,1.0,0.0,0.9999999999999998,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9993350603925228,1.0,0.9986849423860518,0.9986849423860518,0.9986849423860518,0.9930508899924049,0.9941572788450488,0.9790892711162232,0.971895581472047,0.9739742927234168,0.9872232829753991,0.9887457807781729,0.9887457807781729,0.9887457807781729,0.9770084209437714,0.9770084209437714,0.9476564207536947,0.9408591535040839,0.8779671766788233,0.9161573348233396,0.0,0.9675949232850362,0.8712539148742472,0.8871254617347417,0.8716000807676693,0.8995715480843426,0.0,0.0,1.0,0.9476564207536947,1.0,0.6899372931869331,0.9428090415820635,0.8404871595514536,0.9428090415820635,1.0,0.9805806757361775,0.9805806757361775,1.0,0.0,0.0,1.0,0.9965576489784295,1.0,1.0,0.9734171683786329,0.9622504486493763,0.9876583292665422,0.9922778766850441,0.9486832980505138,1.0,1.0,0.0,0.9486832980505138,1.0,0.9486832980505138,0.0,1.0,0.9707253433941511,1.0,1.0,1.0
c.2.3,0.9807977135299235,0.9807977135299235,0.9803410943127367,0.9769468111020936,0.9769468111020936,0.9769468111020936,0.9769468111020936,0.0,0.0,0.0,0.9778024139854211,1.0,0.0,0.9486832980505138,0.0,0.0,1.0,0.0,0.9999999999999998,0.9999999999999998,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9993350603925228,1.0,0.9986849423860518,0.9986849423860518,0.9986849423860518,0.9930508899924049,0.9941572788450488,0.9790892711162232,0.971895581472047,0.9739742927234168,0.9872232829753991,0.9887457807781729,0.9887457807781729,0.9887457807781729,0.9770084209437714,0.9770084209437714,0.9476564207536947,0.9408591535040839,0.8779671766788233,0.9161573348233396,0.0,0.9675949232850362,0.8712539148742472,0.8871254617347417,0.8716000807676693,0.8995715480843426,0.0,0.0,1.0,0.9476564207536947,1.0,0.6899372931869331,0.9428090415820635,0.8404871595514536,0.9428090415820635,1.0,0.9805806757361775,0.9805806757361775,1.0,0.0,0.0,1.0,0.9965576489784295,1.0,1.0,0.9734171683786329,0.9622504486493763,0.9876583292665422,0.9922778766850441,0.9486832980505138,1.0,1.0,0.0,0.9486832980505138,1.0,0.9486832980505138,0.0,1.0,0.9707253433941511,1.0,1.0,1.0
c.2.4,0.9807977135299235,0.9807977135299235,0.9803410943127367,0.9769468111020936,0.9769468111020936,0.9769468111020936,0.9769468111020936,0.0,0.0,0.0,0.9778024139854211,1.0,0.0,0.9486832980505138,0.0,0.0,1.0,0.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9993350603925228,1.0,0.9986849423860518,0.9986849423860518,0.9986849423860518,0.9930508899924049,0.9941572788450488,0.9790892711162232,0.971895581472047,0.9739742927234168,0.9872232829753991,0.9887457807781729,0.9887457807781729,0.9887457807781729,0.9770084209437714,0.9770084209437714,0.9476564207536947,0.9408591535040839,0.8779671766788233,0.9161573348233396,0.0,0.9675949232850362,0.8712539148742472,0.8871254617347417,0.8716000807676693,0.8995715480843426,0.0,0.0,1.0,0.9476564207536947,1.0,0.6899372931869331,0.9428090415820635,0.8404871595514536,0.9428090415820635,1.0,0.9805806757361775,0.9805806757361775,1.0,0.0,0.0,1.0,0.9965576489784295,1.0,1.0,0.9734171683786329,0.9622504486493763,0.9876583292665422,0.9922778766850441,0.9486832980505138,1.0,1.0,0.0,0.9486832980505138,1.0,0.9486832980505138,0.0,1.0,0.9707253433941511,1.0,1.0,1.0
c.2.7,0.9807977135299235,0.9807977135299235,0.9803410943127367,0.9769468111020936,0.9769468111020936,0.9769468111020936,0.9769468111020936,0.0,0.0,0.0,0.9778024139854211,1.0,0.0,0.9486832980505138,0.0,0.0,1.0,0.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,1.0,0.9999999999999998,0.9999999999999998,0.9993350603925228,1.0,0.9986849423860518,0.9986849423860518,0.9986849423860518,0.9930508899924049,0.9941572788450488,0.9790892711162232,0.971895581472047,0.9739742927234168,0.9872232829753991,0.9887457807781729,0.9887457807781729,0.9887457807781729,0.9770084209437714,0.9770084209437714,0.9476564207536947,0.9408591535040839,0.8779671766788233,0.9161573348233396,0.0,0.9675949232850362,0.8712539148742472,0.8871254617347417,0.8716000807676693,0.8995715480843426,0.0,0.0,1.0,0.9476564207536947,1.0,0.6899372931869331,0.9428090415820635,0.8404871595514536,0.9428090415820635,1.0,0.9805806757361775,0.9805806757361775,1.0,0.0,0.0,1.0,0.9965576489784295,1.0,1.0,0.9734171683786329,0.9622504486493763,0.9876583292665422,0.9922778766850441,0.9486832980505138,1.0,1.0,0.0,0.9486832980505138,1.0,0.9486832980505138,0.0,1.0,0.9707253433941511,1.0,1.0,1.0
c.2.8,0.9807977135299235,0.9807977135299235,0.9803410943127367,0.9769468111020936,0.9769468111020936,0.9769468111020936,0.9769468111020936,0.0,0.0,0.0,0.9778024139854211,1.0,0.0,0.9486832980505138,0.0,0.0,1.0,0.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,1.0,0.9999999999999998,0.9993350603925228,1.0,0.9986849423860518,0.9986849423860518,0.9986849423860518,0.9930508899924049,0.9941572788450488,0.9790892711162232,0.971895581472047,0.9739742927234168,0.9872232829753991,0.9887457807781729,0.9887457807781729,0.9887457807781729,0.9770084209437714,0.9770084209437714,0.9476564207536947,0.9408591535040839,0.8779671766788233,0.9161573348233396,0.0,0.9675949232850362,0.8712539148742472,0.8871254617347417,0.8716000807676693,0.8995715480843426,0.0,0.0,1.0,0.9476564207536947,1.0,0.6899372931869331,0.9428090415820635,0.8404871595514536,0.9428090415820635,1.0,0.9805806757361775,0.9805806757361775,1.0,0.0,0.0,1.0,0.9965576489784295,1.0,1.0,0.9734171683786329,0.9622504486493763,0.9876583292665422,0.9922778766850441,0.9486832980505138,1.0,1.0,0.0,0.9486832980505138,1.0,0.9486832980505138,0.0,1.0,0.9707253433941511,1.0,1.0,1.0
